codeAssociationSortNumber|level|codeAcronym|codeOfficialTitle|codeMediumTitle|codeShortTitle|codeOfficialTitleEn|codeMediumTitleEn|codeShortTitleEn|codeNote|codeNoteEn|codeIncludes|codeIncludesAlso|codeExcludes|codeInfo|codeAdditionalInfo|codeInfoEn|codeUnitOfMeasure|parentCode|codeValidFrom|codeValidTo|codeDateCreated|codeDateModified
"2705"|"5"|"SK0426522210"|"Vyšný Klátov"|"Vyšný Klátov"|"Vyšný Klátov"|"Vyšný Klátov"|"Vyšný Klátov"|"Vyšný Klátov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0426"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2706"|"5"|"SK0426582093"|"Vyšný Medzev"|"Vyšný Medzev"|"Vyšný Medzev"|"Vyšný Medzev"|"Vyšný Medzev"|"Vyšný Medzev"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0426"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2707"|"5"|"SK0426559881"|"Zádiel"|"Zádiel"|"Zádiel"|"Zádiel"|"Zádiel"|"Zádiel"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0426"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2708"|"5"|"SK0426522252"|"Žarnov"|"Žarnov"|"Žarnov"|"Žarnov"|"Žarnov"|"Žarnov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0426"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2709"|"5"|"SK0426522261"|"Ždaňa"|"Ždaňa"|"Ždaňa"|"Ždaňa"|"Ždaňa"|"Ždaňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0426"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2710"|"5"|"SK0426522244"|"Zlatá Idka"|"Zlatá Idka"|"Zlatá Idka"|"Zlatá Idka"|"Zlatá Idka"|"Zlatá Idka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0426"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2711"|"4"|"SK0427"|"Okres Michalovce"|"Michalovce"|"Michalovce"|"District of Michalovce"|"Michalovce"|"Michalovce"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK042"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"2712"|"5"|"SK0427522287"|"Bajany"|"Bajany"|"Bajany"|"Bajany"|"Bajany"|"Bajany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2713"|"5"|"SK0427522295"|"Bánovce nad Ondavou"|"Bánovce nad Ondavou"|"Bánovce nad Ondavou"|"Bánovce nad Ondavou"|"Bánovce nad Ondavou"|"Bánovce nad Ondavou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2714"|"5"|"SK0427528137"|"Beša"|"Beša"|"Beša"|"Beša"|"Beša"|"Beša"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2715"|"5"|"SK0427522368"|"Bracovce"|"Bracovce"|"Bracovce"|"Bracovce"|"Bracovce"|"Bracovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2716"|"5"|"SK0427513857"|"Budince"|"Budince"|"Budince"|"Budince"|"Budince"|"Budince"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2717"|"5"|"SK0427522376"|"Budkovce"|"Budkovce"|"Budkovce"|"Budkovce"|"Budkovce"|"Budkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2718"|"5"|"SK0427522392"|"Čečehov"|"Čečehov"|"Čečehov"|"Čečehov"|"Čečehov"|"Čečehov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2719"|"5"|"SK0427528277"|"Čičarovce"|"Čičarovce"|"Čičarovce"|"Čičarovce"|"Čičarovce"|"Čičarovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2720"|"5"|"SK0427528307"|"Čierne Pole"|"Čierne Pole"|"Čierne Pole"|"Čierne Pole"|"Čierne Pole"|"Čierne Pole"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2721"|"5"|"SK0427528331"|"Drahňov"|"Drahňov"|"Drahňov"|"Drahňov"|"Drahňov"|"Drahňov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2722"|"5"|"SK0427522406"|"Dúbravka"|"Dúbravka"|"Dúbravka"|"Dúbravka"|"Dúbravka"|"Dúbravka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2723"|"5"|"SK0427522414"|"Falkušovce"|"Falkušovce"|"Falkušovce"|"Falkušovce"|"Falkušovce"|"Falkušovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2724"|"5"|"SK0427522431"|"Hatalov"|"Hatalov"|"Hatalov"|"Hatalov"|"Hatalov"|"Hatalov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2725"|"5"|"SK0427522449"|"Hažín"|"Hažín"|"Hažín"|"Hažín"|"Hažín"|"Hažín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2726"|"5"|"SK0427522465"|"Hnojné"|"Hnojné"|"Hnojné"|"Hnojné"|"Hnojné"|"Hnojné"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2727"|"5"|"SK0427522481"|"Horovce"|"Horovce"|"Horovce"|"Horovce"|"Horovce"|"Horovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2728"|"5"|"SK0427522511"|"Iňačovce"|"Iňačovce"|"Iňačovce"|"Iňačovce"|"Iňačovce"|"Iňačovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2729"|"5"|"SK0427528391"|"Ižkovce"|"Ižkovce"|"Ižkovce"|"Ižkovce"|"Ižkovce"|"Ižkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2730"|"5"|"SK0427522546"|"Jastrabie pri Michalovciach"|"Jastrabie pri Michalovciach"|"Jastrabie pri Michalovciach"|"Jastrabie pri Michalovciach"|"Jastrabie pri Michalovciach"|"Jastrabie pri Michalovciach"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2731"|"5"|"SK0427522562"|"Jovsa"|"Jovsa"|"Jovsa"|"Jovsa"|"Jovsa"|"Jovsa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2732"|"5"|"SK0427522571"|"Kačanov"|"Kačanov"|"Kačanov"|"Kačanov"|"Kačanov"|"Kačanov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2733"|"5"|"SK0427522589"|"Kaluža"|"Kaluža"|"Kaluža"|"Kaluža"|"Kaluža"|"Kaluža"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2734"|"5"|"SK0427528404"|"Kapušianske Kľačany"|"Kapušianske Kľačany"|"Kapušianske Kľačany"|"Kapušianske Kľačany"|"Kapušianske Kľačany"|"Kapušianske Kľačany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2735"|"5"|"SK0427522597"|"Klokočov"|"Klokočov"|"Klokočov"|"Klokočov"|"Klokočov"|"Klokočov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2736"|"5"|"SK0427522651"|"Krásnovce"|"Krásnovce"|"Krásnovce"|"Krásnovce"|"Krásnovce"|"Krásnovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2737"|"5"|"SK0427528463"|"Krišovská Liesková"|"Krišovská Liesková"|"Krišovská Liesková"|"Krišovská Liesková"|"Krišovská Liesková"|"Krišovská Liesková"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2738"|"5"|"SK0427522686"|"Kusín"|"Kusín"|"Kusín"|"Kusín"|"Kusín"|"Kusín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2739"|"5"|"SK0427522694"|"Lastomír"|"Lastomír"|"Lastomír"|"Lastomír"|"Lastomír"|"Lastomír"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2740"|"5"|"SK0427522708"|"Laškovce"|"Laškovce"|"Laškovce"|"Laškovce"|"Laškovce"|"Laškovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2741"|"5"|"SK0427522724"|"Lesné"|"Lesné"|"Lesné"|"Lesné"|"Lesné"|"Lesné"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2742"|"5"|"SK0427522732"|"Ložín"|"Ložín"|"Ložín"|"Ložín"|"Ložín"|"Ložín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2743"|"5"|"SK0427522741"|"Lúčky"|"Lúčky"|"Lúčky"|"Lúčky"|"Lúčky"|"Lúčky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2744"|"5"|"SK0427522759"|"Malčice"|"Malčice"|"Malčice"|"Malčice"|"Malčice"|"Malčice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2745"|"5"|"SK0427522767"|"Malé Raškovce"|"Malé Raškovce"|"Malé Raškovce"|"Malé Raškovce"|"Malé Raškovce"|"Malé Raškovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2746"|"5"|"SK0427522783"|"Markovce"|"Markovce"|"Markovce"|"Markovce"|"Markovce"|"Markovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2747"|"5"|"SK0427528579"|"Maťovské Vojkovce"|"Maťovské Vojkovce"|"Maťovské Vojkovce"|"Maťovské Vojkovce"|"Maťovské Vojkovce"|"Maťovské Vojkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2748"|"5"|"SK0427522279"|"Michalovce"|"Michalovce"|"Michalovce"|"Michalovce"|"Michalovce"|"Michalovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2749"|"5"|"SK0427522791"|"Moravany"|"Moravany"|"Moravany"|"Moravany"|"Moravany"|"Moravany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2750"|"5"|"SK0427522805"|"Nacina Ves"|"Nacina Ves"|"Nacina Ves"|"Nacina Ves"|"Nacina Ves"|"Nacina Ves"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2751"|"5"|"SK0427528633"|"Oborín"|"Oborín"|"Oborín"|"Oborín"|"Oborín"|"Oborín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2752"|"5"|"SK0427522848"|"Oreské"|"Oreské"|"Oreské"|"Oreské"|"Oreské"|"Oreské"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2753"|"5"|"SK0427522864"|"Palín"|"Palín"|"Palín"|"Palín"|"Palín"|"Palín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2754"|"5"|"SK0427522872"|"Pavlovce nad Uhom"|"Pavlovce nad Uhom"|"Pavlovce nad Uhom"|"Pavlovce nad Uhom"|"Pavlovce nad Uhom"|"Pavlovce nad Uhom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2755"|"5"|"SK0427522881"|"Petrikovce"|"Petrikovce"|"Petrikovce"|"Petrikovce"|"Petrikovce"|"Petrikovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2756"|"5"|"SK0427522902"|"Petrovce nad Laborcom"|"Petrovce nad Laborcom"|"Petrovce nad Laborcom"|"Petrovce nad Laborcom"|"Petrovce nad Laborcom"|"Petrovce nad Laborcom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2757"|"5"|"SK0427522945"|"Poruba pod Vihorlatom"|"Poruba pod Vihorlatom"|"Poruba pod Vihorlatom"|"Poruba pod Vihorlatom"|"Poruba pod Vihorlatom"|"Poruba pod Vihorlatom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2758"|"5"|"SK0427522961"|"Pozdišovce"|"Pozdišovce"|"Pozdišovce"|"Pozdišovce"|"Pozdišovce"|"Pozdišovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2759"|"5"|"SK0427528692"|"Ptrukša"|"Ptrukša"|"Ptrukša"|"Ptrukša"|"Ptrukša"|"Ptrukša"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2760"|"5"|"SK0427522988"|"Pusté Čemerné"|"Pusté Čemerné"|"Pusté Čemerné"|"Pusté Čemerné"|"Pusté Čemerné"|"Pusté Čemerné"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2761"|"5"|"SK0427522996"|"Rakovec nad Ondavou"|"Rakovec nad Ondavou"|"Rakovec nad Ondavou"|"Rakovec nad Ondavou"|"Rakovec nad Ondavou"|"Rakovec nad Ondavou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2762"|"5"|"SK0427528714"|"Ruská"|"Ruská"|"Ruská"|"Ruská"|"Ruská"|"Ruská"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2763"|"5"|"SK0427523054"|"Senné"|"Senné"|"Senné"|"Senné"|"Senné"|"Senné"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2764"|"5"|"SK0427523062"|"Slavkovce"|"Slavkovce"|"Slavkovce"|"Slavkovce"|"Slavkovce"|"Slavkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2765"|"5"|"SK0427523071"|"Sliepkovce"|"Sliepkovce"|"Sliepkovce"|"Sliepkovce"|"Sliepkovce"|"Sliepkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2766"|"5"|"SK0427523097"|"Staré"|"Staré"|"Staré"|"Staré"|"Staré"|"Staré"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2767"|"5"|"SK0427523101"|"Strážske"|"Strážske"|"Strážske"|"Strážske"|"Strážske"|"Strážske"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2768"|"5"|"SK0427523119"|"Stretava"|"Stretava"|"Stretava"|"Stretava"|"Stretava"|"Stretava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2769"|"5"|"SK0427523127"|"Stretavka"|"Stretavka"|"Stretavka"|"Stretavka"|"Stretavka"|"Stretavka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2770"|"5"|"SK0427523135"|"Suché"|"Suché"|"Suché"|"Suché"|"Suché"|"Suché"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2771"|"5"|"SK0427523151"|"Šamudovce"|"Šamudovce"|"Šamudovce"|"Šamudovce"|"Šamudovce"|"Šamudovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2772"|"5"|"SK0427523186"|"Trhovište"|"Trhovište"|"Trhovište"|"Trhovište"|"Trhovište"|"Trhovište"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2773"|"5"|"SK0427523194"|"Trnava pri Laborci"|"Trnava pri Laborci"|"Trnava pri Laborci"|"Trnava pri Laborci"|"Trnava pri Laborci"|"Trnava pri Laborci"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2774"|"5"|"SK0427523208"|"Tušice"|"Tušice"|"Tušice"|"Tušice"|"Tušice"|"Tušice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2775"|"5"|"SK0427523216"|"Tušická Nová Ves"|"Tušická Nová Ves"|"Tušická Nová Ves"|"Tušická Nová Ves"|"Tušická Nová Ves"|"Tušická Nová Ves"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2776"|"5"|"SK0427543853"|"Veľké Kapušany"|"Veľké Kapušany"|"Veľké Kapušany"|"Veľké Kapušany"|"Veľké Kapušany"|"Veľké Kapušany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2777"|"5"|"SK0427543870"|"Veľké Raškovce"|"Veľké Raškovce"|"Veľké Raškovce"|"Veľké Raškovce"|"Veľké Raškovce"|"Veľké Raškovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2778"|"5"|"SK0427543888"|"Veľké Slemence"|"Veľké Slemence"|"Veľké Slemence"|"Veľké Slemence"|"Veľké Slemence"|"Veľké Slemence"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2779"|"5"|"SK0427523259"|"Vinné"|"Vinné"|"Vinné"|"Vinné"|"Vinné"|"Vinné"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2780"|"5"|"SK0427543942"|"Vojany"|"Vojany"|"Vojany"|"Vojany"|"Vojany"|"Vojany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2781"|"5"|"SK0427523275"|"Voľa"|"Voľa"|"Voľa"|"Voľa"|"Voľa"|"Voľa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2782"|"5"|"SK0427523283"|"Vrbnica"|"Vrbnica"|"Vrbnica"|"Vrbnica"|"Vrbnica"|"Vrbnica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2783"|"5"|"SK0427523291"|"Vysoká nad Uhom"|"Vysoká nad Uhom"|"Vysoká nad Uhom"|"Vysoká nad Uhom"|"Vysoká nad Uhom"|"Vysoká nad Uhom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2784"|"5"|"SK0427523241"|"Zalužice"|"Zalužice"|"Zalužice"|"Zalužice"|"Zalužice"|"Zalužice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2785"|"5"|"SK0427523348"|"Závadka"|"Závadka"|"Závadka"|"Závadka"|"Závadka"|"Závadka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2786"|"5"|"SK0427523372"|"Žbince"|"Žbince"|"Žbince"|"Žbince"|"Žbince"|"Žbince"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2787"|"5"|"SK0427523356"|"Zbudza"|"Zbudza"|"Zbudza"|"Zbudza"|"Zbudza"|"Zbudza"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2788"|"5"|"SK0427523364"|"Zemplínska Široká"|"Zemplínska Široká"|"Zemplínska Široká"|"Zemplínska Široká"|"Zemplínska Široká"|"Zemplínska Široká"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2789"|"5"|"SK0427522635"|"Zemplínske Kopčany"|"Zemplínske Kopčany"|"Zemplínske Kopčany"|"Zemplínske Kopčany"|"Zemplínske Kopčany"|"Zemplínske Kopčany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0427"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2790"|"4"|"SK0428"|"Okres Rožňava"|"Rožňava"|"Rožňava"|"District of Rožňava"|"Rožňava"|"Rožňava"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK042"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"2791"|"5"|"SK0428525537"|"Ardovo"|"Ardovo"|"Ardovo"|"Ardovo"|"Ardovo"|"Ardovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2792"|"5"|"SK0428525545"|"Betliar"|"Betliar"|"Betliar"|"Betliar"|"Betliar"|"Betliar"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2793"|"5"|"SK0428525553"|"Bohúňovo"|"Bohúňovo"|"Bohúňovo"|"Bohúňovo"|"Bohúňovo"|"Bohúňovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2794"|"5"|"SK0428525561"|"Bôrka"|"Bôrka"|"Bôrka"|"Bôrka"|"Bôrka"|"Bôrka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2795"|"5"|"SK0428525570"|"Brdárka"|"Brdárka"|"Brdárka"|"Brdárka"|"Brdárka"|"Brdárka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2796"|"5"|"SK0428514578"|"Bretka"|"Bretka"|"Bretka"|"Bretka"|"Bretka"|"Bretka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2797"|"5"|"SK0428560022"|"Brzotín"|"Brzotín"|"Brzotín"|"Brzotín"|"Brzotín"|"Brzotín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2798"|"5"|"SK0428525596"|"Čierna Lehota"|"Čierna Lehota"|"Čierna Lehota"|"Čierna Lehota"|"Čierna Lehota"|"Čierna Lehota"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2799"|"5"|"SK0428525600"|"Čoltovo"|"Čoltovo"|"Čoltovo"|"Čoltovo"|"Čoltovo"|"Čoltovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2800"|"5"|"SK0428560031"|"Čučma"|"Čučma"|"Čučma"|"Čučma"|"Čučma"|"Čučma"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
